"pais","anio","inflacion","gdp","unemp"
"Mongolia",2020,3.7237230614026,-4.55775197583431,6.594
"Northern Mariana Islands",2000,NA,NA,NA
"Northern Mariana Islands",2010,NA,1.3959390862944,NA
"Northern Mariana Islands",2020,NA,-29.0598290598291,NA
"Mozambique",2000,NA,0.766234955773442,2.833
"Mozambique",2010,12.4255421735156,6.67972935662864,3.261
"Mozambique",2020,3.48393567493207,-1.21952250011192,3.921
"Mauritania",2000,NA,-3.91802585208993,10.033
"Mauritania",2010,NA,2.62022948104543,10.075
"Mauritania",2020,2.38569488456317,-0.360657384151068,11.054
"Mauritius",2000,NA,8.20279174865273,9.138
"Mauritius",2010,2.93236301369857,4.37720322344293,7.654
"Mauritius",2020,2.58080077182826,-14.5465381490166,8.626
"Malawi",2000,NA,1.57607762616895,5.048
"Malawi",2010,NA,6.87406585416142,4.798
"Malawi",2020,8.62551469650552,0.793596429787286,5.728
"Malaysia",2000,NA,8.85886816969386,3
"Malaysia",2010,1.62285235577035,7.42484738326097,3.39
"Malaysia",2020,-1.13870215393055,-5.45684658426701,4.54
"Namibia",2000,NA,3.49218336365178,20.3
"Namibia",2010,4.87491987643953,6.03924947955858,22.12
"Namibia",2020,2.20938236933471,-8.10140201443319,21.004
"New Caledonia",2000,NA,2.10010882688805,17.984
"New Caledonia",2010,NA,NA,13.95
"New Caledonia",2020,NA,-2.40000000064407,13.558
"Niger",2000,NA,-1.20847774100575,1.431
"Niger",2010,NA,8.57816674262253,0.722
"Niger",2020,2.89819376026277,3.55064109436891,0.594
"Nigeria",2000,NA,5.01593475931159,3.963
"Nigeria",2010,13.7400521363694,8.00565591628646,3.746
"Nigeria",2020,13.2460234276598,-1.79425308274458,5.742
"Nicaragua",2000,NA,4.10159025073438,7.162
"Nicaragua",2010,5.45513425887423,4.41009911716546,7.83
"Nicaragua",2020,3.68181341625574,-2.23654176262323,6.201
"Netherlands",2000,2.36052233801948,4.2197537762102,2.725
"Netherlands",2010,1.27530569556683,1.31932032302214,4.991
"Netherlands",2020,1.27246037789166,-3.86795333823223,3.82
"Norway",2000,3.08550609131276,3.31894570142394,3.458
"Norway",2010,2.41890639481001,0.787051861494078,3.527
"Norway",2020,1.28658490707998,-1.27817177234034,4.424
"Nepal",2000,2.47882020709132,6.19999998192236,10.551
"Nepal",2010,9.32650410745394,4.81641464694573,10.554
"Nepal",2020,5.05236655289212,-2.3696206292072,12.975
"Nauru",2000,NA,-6.85619346501758,NA
"Nauru",2010,NA,-0.159976911238559,NA
"Nauru",2020,NA,1.98181949377276,NA
"New Zealand",2000,2.6152344624632,2.87005108790095,6.13
"New Zealand",2010,2.30202385958574,1.45863634911349,6.557
"New Zealand",2020,1.71456170007245,-0.307246896026541,4.595
"Oman",2000,NA,6.19241063695442,4.331
"Oman",2010,3.25657959078626,2.47199856582773,3.935
"Oman",2020,-0.406402919465837,-3.37972052697999,2.94
"Pakistan",2000,NA,4.2600880111325,0.634
"Pakistan",2010,12.9388705634889,1.50171752152883,0.653
"Pakistan",2020,9.73999313898157,-1.27408744338709,6.127
"Panama",2000,NA,4.20900547865375,6.264
"Panama",2010,3.49128872618804,6.07339353106087,5.845
"Panama",2020,-1.55027540803762,-17.8212299695008,14.663
"Peru",2000,NA,2.69437139806912,4.958
"Peru",2010,NA,8.33245910749577,3.6
"Peru",2020,2.00241205759293,-10.9333065010382,7.179
"Philippines",2000,NA,4.38250500083399,3.767
"Philippines",2010,NA,7.33449996034538,3.605
"Philippines",2020,2.39316239316239,-9.51829474045297,2.522
"Palau",2000,NA,-2.60390246523619,NA
"Palau",2010,1.44219017355169,-0.895895860102129,NA
"Palau",2020,0.218181818181818,-5.99943392532354,NA
"Papua New Guinea",2000,NA,-2.49484199260023,2.92
"Papua New Guinea",2010,NA,10.1284540720232,2.002
"Papua New Guinea",2020,4.87167398565552,-3.16743204434815,2.883
"Poland",2000,9.90017538843064,4.65633252988236,14.928
"Poland",2010,2.58069370250543,3.16892748258036,9.578
"Poland",2020,3.37446972618589,-2.03556882399977,3.155
"Puerto Rico (US)",2000,NA,3.27196451910478,10.08
"Puerto Rico (US)",2010,NA,-0.413254119172365,16.1
"Puerto Rico (US)",2020,NA,-4.1808743093346,8.89
